path,target_path,bytes,sha256,working_sha256,classification,disposition,notes
assets/cards/legacy_109.svg,legacy/web-prototype/assets/cards/legacy_109.svg,1941,789d97cdbae24f7fa51e24afa47eb091fc92a95ab813a529f2be56c7bd7f4cd0,7bd8170c59dc604240898316a40de54780784e01e483f01efe236720d443225f,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_110.svg,legacy/web-prototype/assets/cards/legacy_110.svg,1980,54f7a30369085dabe4f723a8c29307d042c30f7f08b142cdd858adc600ff5889,2c91c1430629b924b119b52699ac63bf8509a0e03ec3dd033170008c1e02034c,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_111.svg,legacy/web-prototype/assets/cards/legacy_111.svg,1992,6d4157b1f9ab1c9db8e87ac64c1f964a8a1da2962f3c6d6313ee16bd751ad419,4fcd4c9eb5a386a40c0395c0b7d3891ba100cc796bdcc14fa64cd4814fe2470d,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_112.svg,legacy/web-prototype/assets/cards/legacy_112.svg,1925,6b52f4cc86f10ef01b8a82f12e0689ed4f2ccda9e5daa4cb823b29a115a63b6a,f791e096970c64d92f2b22220f6af90afdf3c37dfdcc379938feacee1fb13582,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_113.svg,legacy/web-prototype/assets/cards/legacy_113.svg,1989,f4c0398ae52557cd47effb6fb86ac38422bf62ae92266da7dcdbce01f04dfe75,a44f8d89a43143352952fe17191fcc4a780bd226d58e184845c685acbc0aa7c1,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_114.svg,legacy/web-prototype/assets/cards/legacy_114.svg,1974,22707d92e4f1101ba10941bb1dda19bf2424c7bf3ac8e979eedf48537d396d7c,8dd834ce89d5214c0757aba5744b0b655d6af5afe9725de224fa401bf46d6608,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_115.svg,legacy/web-prototype/assets/cards/legacy_115.svg,1907,2a3b2b10e739f0c932a547b34676384c99d39b25621b7b7b54ba746b5532e04c,9b1a2249c0e928ca66da802a1c157d2bd6834064a9ed56b7ec056913bee75bdb,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_116.svg,legacy/web-prototype/assets/cards/legacy_116.svg,1884,a7e16a5e23e2f4fc2aec2f1a30605c1cc708dfa6cf71dc617d0a98956ad1cd96,ef14a53c213732bd645ce543bf33ead354fccea58e2f86c467fe62a012898b5a,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_117.svg,legacy/web-prototype/assets/cards/legacy_117.svg,1955,a3fd545911975fb207fb22cc3a6fea23a723777f20d4e4727712f80ea36a5b3a,9846f1731d6af8218b51e6e2dbf21144c1a09410153e30c7230522674201e16e,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_118.svg,legacy/web-prototype/assets/cards/legacy_118.svg,1947,529f6bce6aba388466e5f24a31a61c5250da6a0c23bff2346d7a46ae842c9e0b,f69993f8919c1c6d9b9425d51da817b8a303dfe99944b25b04406fa08a8da043,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_119.svg,legacy/web-prototype/assets/cards/legacy_119.svg,1939,e8cde7f64041663d2a01f3454f87d82fb4df64c3d24d53b244388a8432ba0300,42734325700f51f5bb04ec7450b80dde49496f03677578e4c491b1a13b22893b,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_120.svg,legacy/web-prototype/assets/cards/legacy_120.svg,1940,d73f701cedc882d2ef4782d3de7b4398f1fc6f8dff97c73f40b20d1e8e75b9dc,d9cf526f4726696d1cc99456a7df0169bc66e5176156abe76dead76e1ce30d33,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_121.svg,legacy/web-prototype/assets/cards/legacy_121.svg,1931,c6b3e1452d9c2c4fa366a93eb9c01786752b3a47b71c0dadfede01176f15fbce,3172aedfdcc5548a87a6e3b6d34e878cd6592fc7463d821460dfb2025adeb59c,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_122.svg,legacy/web-prototype/assets/cards/legacy_122.svg,1991,19404e1623ac53dfc4fd59e8d6ae51e30cdb6e0d3fb0b7f7d0ad01f076b7aae6,03edbab5f002cf07309f4668da81deb6cff741cdc37d248024a620352bd8efa9,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_123.svg,legacy/web-prototype/assets/cards/legacy_123.svg,1962,bf5a3e8623ecfe733943bd4a6a0d362b3a43673a69a4fbe24ddefed308544ec0,b90348f734f3bf6e827d2fb673a9459c82b826ea7a5cd960636e9191b8bc1d7d,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_124.svg,legacy/web-prototype/assets/cards/legacy_124.svg,1937,b313f24d1472b4818b46cda1334b10a13a391948bb0ab279db34f5b91963c891,47065bfcf3628fff842be77f103d4852982e6695e1b57b0ef78038ae0445504f,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_125.svg,legacy/web-prototype/assets/cards/legacy_125.svg,1923,d6e17e8591f86f9a18b3e2a65bf929dd20a44f20e5e4f8252a34817725c5b604,7ed72b695b2f1d95815481b0685d211a05d8863ba9c2e7a8253615fc7d6856af,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_126.svg,legacy/web-prototype/assets/cards/legacy_126.svg,1963,bd24ec69ec123dd08a33a237c07badd32c314a2e145c5a69a09cc641ea0c2787,f5e4d3aa2aa9f807a444a7a305966adb2bb1a58ee7dc9849165aa9cf28c1f6cf,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_127.svg,legacy/web-prototype/assets/cards/legacy_127.svg,1957,55fc9e66d4897cb70f73b4530e95573f79aac25c95f8576445896d726ba81271,4ec949c2e8b03e4fa0bfa1e70640c31477156bfa72c7a851821edeb9498812f7,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_128.svg,legacy/web-prototype/assets/cards/legacy_128.svg,1944,58e7926a0d1ef4c9a064b29ab08c9107eaba77455c0e69ea02144534fd0e67c0,be631d016621707a7ea79c42b56889d59831c40695903c168443a28ed7cb23aa,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_129.svg,legacy/web-prototype/assets/cards/legacy_129.svg,1942,848721861ebcf7111fed086d97ad0d9b23e6cd6d306623386f33803bbb8cbb5c,03b60c2a957c9cdbcc13cb28a0d25f5ce333f666ea73b39d6c30d465b40f5076,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_130.svg,legacy/web-prototype/assets/cards/legacy_130.svg,1894,dbb58395b1acd1d411feaf7ee3833adc1028a9ace59f103d4366a503e76e363e,9dc529fb4ede291f8de20f81729c95034dc40ffc43d7a7d7ae68c2a2e9e95ac4,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_131.svg,legacy/web-prototype/assets/cards/legacy_131.svg,1994,223d595f7bc8d600f6c484eaf33688ac5bb455838f6577cc0d90f3bc1bdf8fbb,c5ee1ed082f07c9431f9a32ad634fa0c896ded4297bea014bd4131298d0fbe6c,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_132.svg,legacy/web-prototype/assets/cards/legacy_132.svg,1935,07961c15f868cab20a428711099a6e9b2f921f5790580f44c0bc3038141b0c97,65df79140f721adc889c6aec3a36d94adba95a623258bace6e7db2f524e1bc52,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_133.svg,legacy/web-prototype/assets/cards/legacy_133.svg,1927,eeb260c02d51c1fe1bcac65e8af2b4c6849e544727300599cf663852bcb8be7a,d4a3615a8ed477321013b2842d6572979a7a115f7d97817f948e4567fdb2427e,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_134.svg,legacy/web-prototype/assets/cards/legacy_134.svg,1921,32311d962263add94e1e947f97e877606b3d51397f566e96b588d7d992aa6971,0b844d8183d2eb1c0a1e97f813c20962537fc480d314f4a3015544e03f051cfa,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_135.svg,legacy/web-prototype/assets/cards/legacy_135.svg,1927,cd0fec41f6ef11695f3f98f4ff4be715e14b9a138f26be88a672eab12aa0b985,1fab7a11629ed9c61f0a57b3be6926e658751b4c5ee34933732a3fe2f987837c,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_136.svg,legacy/web-prototype/assets/cards/legacy_136.svg,1914,ea5afa927986deed2919a26ea236a54839bb8312a989e611a479dbd0f4a94016,18c3220238776ce9a89e0fd4dc7bab9ad72b7dc31c5432b2539d23f72cfd32a8,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_137.svg,legacy/web-prototype/assets/cards/legacy_137.svg,1926,5f67e2a83e911086d8c6d7d682dd177ff210a3067a9b2beef77f593e1235624c,f47e32bb53ef3e042223a841d364ca39ad3dbe02c0946cb57ba255c8cfa7c6cf,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_138.svg,legacy/web-prototype/assets/cards/legacy_138.svg,1941,7c8133cb5fbda3ab58e5c27f674dc5e8811b8d4d358db5f98dc121677c3771fe,8b075b35b1221a9bbc243bb278fc9803e6729c7eab46a9b30a2c416ecaae0e9a,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_139.svg,legacy/web-prototype/assets/cards/legacy_139.svg,1923,fd2d26c8ac0ff2b18dbc84e7e46cd1c265b68130451db2e460d33e1be2e4f9df,3e782d0bc5a3ef4e7be03062740058e6d6e6089aa2408dd9654a5fc805d93a68,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_140.svg,legacy/web-prototype/assets/cards/legacy_140.svg,1925,99952d34d6a54cb1bf35394339e144921b816773b201dbd1254fd3db16720ff1,1c5d938aed80e493d63a140f8b1649b3682e7a9961d4434d60b8f850eef17375,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_141.svg,legacy/web-prototype/assets/cards/legacy_141.svg,1924,ff2957a1bb12b23645c8b25fbf6c017165bfd8975b3c1c43625368f4f2ec915e,aba2f204ef7fb70559b3c613cb1b19af1fdefbe80658e210f32b6951c03409bc,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_142.svg,legacy/web-prototype/assets/cards/legacy_142.svg,1950,a02b4fce3f581201ade11c09285450c2589d0fcc56f77fb52ce218e7a46d714e,fbb2635e423f00d1e61b9297bac38760f4b9b514ea7a484fe13933e3b173baa1,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_143.svg,legacy/web-prototype/assets/cards/legacy_143.svg,1939,85b3cba0ca1a6e1c4a261407a285353278db971e972808087948826d25ca877a,bda753d46b86fc642d37a4d570d0bcf2363e23ecdbdd45e52b961b219f4ac1c3,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_144.svg,legacy/web-prototype/assets/cards/legacy_144.svg,1945,d08cc4b27401e5383d8d382e3ca7a587c018fedd2ba10d3b291fd722e9c36821,fcba2b03b666125ae05d22335ae793d14bcde84d2598cc09cfe1a233b6e813df,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_145.svg,legacy/web-prototype/assets/cards/legacy_145.svg,1924,6cbbf659131b66bba4cafb284824a2b33feec4b30df05f65e68a7f8c54af50a5,e3dfbc711eca729e09be4ed52b0328e33519bbae1a9dc1978866b0d54974a2fe,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_146.svg,legacy/web-prototype/assets/cards/legacy_146.svg,1942,787c90e1ca5b59422b8f7ef277068036998cad7aa389c5809dfd20878c6ed6d5,ccb7cf069a06098b65a07eda01c123e3cc7f6a7bed325edbf4cf2fa5e233acbd,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_147.svg,legacy/web-prototype/assets/cards/legacy_147.svg,1903,9398249cded46bd95fbfe17a8919f31d61753059d53109871a7268fb7e0e8546,a9b7bc28e0ee79bdf131d1b30a903761e1ac1fb1d9b9dd1807c6d6450b163d7e,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_148.svg,legacy/web-prototype/assets/cards/legacy_148.svg,1903,111480bcb46ccd9828b72181adb7dea45ace4f4b7fb771211371748d054dd26a,e551c9876e019cc3bb556c521be3e3d35fc929c40b1e989224435b03b8a6586a,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_149.svg,legacy/web-prototype/assets/cards/legacy_149.svg,1958,9c94102430d9b542f6faf1bd681f7b57271f84c3793c3a258cf1611866430bf0,d7dfc6ac1398d2e0ebdc6ca4e81a429908beed91d451a5f3a62847806298fe5f,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_150.svg,legacy/web-prototype/assets/cards/legacy_150.svg,1919,28f00e19a53cd77669d3140c15818df7e6aec4e027a51574d65d3d7030c89f25,5675cfb4f2609bba976565e69700f4c67b8b3772c1f814d080c2b14c4fc88a5a,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/power_epic.svg,legacy/web-prototype/assets/cards/power_epic.svg,2249,c4c2cf2adc718ece9d89fdf9446a54bb8960ccd182392a2421b42e874ba0baa6,173304121eb1357cdf086dbaeffc1ec9dcd6f1af977c91c9d664cc121c3e5047,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/power_legendary.svg,legacy/web-prototype/assets/cards/power_legendary.svg,2036,218525466b09c945961e442a11705c02c62a1c106dabed61225633b1731739eb,b87ada9454f1b9b22417e7a43017bb5f1d6795db85836944295836fcba6b63a0,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/power_normal.svg,legacy/web-prototype/assets/cards/power_normal.svg,2033,352514ddea33b4077fe1da535baf99d70a2c5356ae16f407bcda6190d5dc7d23,59ccb5c6b27572d47ff7a3dcc47aa2b6156bda92082c79753c8c9825c98908fd,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/precision_epic.svg,legacy/web-prototype/assets/cards/precision_epic.svg,2281,1fe1ae86375569916e6282f9550419bcd4a7e3eff75a1fae4d67036970d462ed,3fbd571bab79fda9ec6c06aef0e9f5ce85fe51ca39596bf3b3268c670c98e708,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/precision_legendary.svg,legacy/web-prototype/assets/cards/precision_legendary.svg,2074,ea6d8ffd138e44ef2e2d25f4d66ce03c96047ce0c6442673b1db0451dd7a9dd3,57c2f452d4934a6dcec8e4c6d43f9210c4d93e0173eedfeaa1b3df41abd52d14,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/precision_normal.svg,legacy/web-prototype/assets/cards/precision_normal.svg,2066,630dc2c09f71f337bf698205b574aa56a0aa1983053eafce833872169102226b,8cd3766965de8629abaaeed19e7d1ab079bdb69cf3b2a81310ab1fa1b971640c,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/rage_epic.svg,legacy/web-prototype/assets/cards/rage_epic.svg,2196,f2ab2013f59f888dcdb65940f00971d0100cbbb483d120e27261422a117e4001,bc5ad32c96b9b9923df4e10f8352016d75c3b7aef3757953e8ec25c296bde761,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/rage_legendary.svg,legacy/web-prototype/assets/cards/rage_legendary.svg,1984,ea36a1defe26fad34e38759c34a5d22c5b9f4a47b8a80e1ea43239c38688058e,4c3130bdfff05a4024a99178c78013b391950c39205eaca3fa5c8ff4ddf5d71c,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/rage_normal.svg,legacy/web-prototype/assets/cards/rage_normal.svg,1978,150e4c230b951b8a5e83f40403dd053165fcfd788182e37006fed89d8c9b9f1a,1ff3e380f9306133cae1feac1bef3ebdfdd621c96302c4697c9a6d150c8dea5f,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/shield_epic.svg,legacy/web-prototype/assets/cards/shield_epic.svg,2280,63158e6e287c775d9ab0047d2f0d8e50f8ca70fc8fb0a00368ff1bde09622f92,5b81f21f561f5d9dc31c5bdf3ac6ceb513bf70382c1d971ba2199a7b96ee2e7c,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/shield_legendary.svg,legacy/web-prototype/assets/cards/shield_legendary.svg,2066,8db6f664ec1c7f5aff02fc11cc7b5397fc7c814bda258b80ed1777ea70fabfdf,3eab0a2314a0b7d3142cc1ba59e01999f6f77c382df0d93f383967a8cb583074,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/shield_normal.svg,legacy/web-prototype/assets/cards/shield_normal.svg,2071,659c2d49497d3c00c93700b9c82a2739645bf4318d942300e7968620d04b7799,dff27228d649347fde5ba56bda13cad87c768760dcf4daf5774146644b7fb0d1,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/toxin_epic.svg,legacy/web-prototype/assets/cards/toxin_epic.svg,2254,d6edd28ecbf345910d5e89cc750773d7449fd7b16f22dadf18de377263fc5ffb,4604bf753214f5c0fa1a30f8e622c7bcf9ead9427e65a993f99cc6374113ae2e,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/toxin_legendary.svg,legacy/web-prototype/assets/cards/toxin_legendary.svg,2042,aec3ad2e832a729f25faf9b8f38646b63eccfaab2c22fed8b9e9badbc3f5fd03,7e8017f3d554a2372a32cb4a10ced206229864a81950d94449013d09076ba8bd,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/toxin_normal.svg,legacy/web-prototype/assets/cards/toxin_normal.svg,2035,4f838a3d4d82b8a0b67f1d50584636978661e836bdba0d51854e086a03037d45,8bac76d7bfdb6f59c1748421b838bcf760684968c511f621a651c18a7fd1f779,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/wound_epic.svg,legacy/web-prototype/assets/cards/wound_epic.svg,2237,fc5486f561951486fcca643215b217c7a6e09777e9074d506eeef9e482fd4e56,ca68aa43c1d0aacafbbd45af94f1ca44fc842777f0f04b7f4cc6979f0782d722,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/wound_legendary.svg,legacy/web-prototype/assets/cards/wound_legendary.svg,2014,c0d3dbfe202186d9101a2747b6328106f7ca794196751e86c0fd118fe35fe913,3c5a419bc87aeacea0841ba473b4217bb5bc0613c3850b575c2fc149f8a88de3,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/wound_normal.svg,legacy/web-prototype/assets/cards/wound_normal.svg,2013,eda7e934915c5cb1f7fe2880a32178c37e243c1a5bf4dc2c4daf5fd2e1c8d288,1eb58de525eb756e6fae822f33f1bd9391b7b5488f13f372fc4da134a13fc0d7,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/final/backgrounds/arena_bg.png,legacy/web-prototype/assets/final/backgrounds/arena_bg.png,3277110,67f026abf63e4f4c21ec1cfd33e88f716acfa9267eab4d4039121d2b80c22446,67f026abf63e4f4c21ec1cfd33e88f716acfa9267eab4d4039121d2b80c22446,reference,git-mv,production candidate only after rights and visual review
assets/final/backgrounds/combat_bg.png,legacy/web-prototype/assets/final/backgrounds/combat_bg.png,2594399,2613f3b6b3bb3123d16ffee7ab5876f81d5ca8eba43f116b7f07f8bc405ded66,2613f3b6b3bb3123d16ffee7ab5876f81d5ca8eba43f116b7f07f8bc405ded66,reference,git-mv,production candidate only after rights and visual review
assets/final/backgrounds/hero_select_bg.png,legacy/web-prototype/assets/final/backgrounds/hero_select_bg.png,2579264,b969ca7690b70579998566f690a24539c87e46f0b99083b14437b67c2f1f700e,b969ca7690b70579998566f690a24539c87e46f0b99083b14437b67c2f1f700e,reference,git-mv,production candidate only after rights and visual review
assets/final/backgrounds/home_keyart.png,legacy/web-prototype/assets/final/backgrounds/home_keyart.png,2701601,1d79e51d3bfc170a58f661706248f89c9c3e6bd32a0bc9c95a3cffe3ae3018af,1d79e51d3bfc170a58f661706248f89c9c3e6bd32a0bc9c95a3cffe3ae3018af,reference,git-mv,production candidate only after rights and visual review
assets/final/backgrounds/market_bg.png,legacy/web-prototype/assets/final/backgrounds/market_bg.png,2691725,ae3813d300308ffc1bddb35cd3017e5d2465c77d437d384e75f59eb243aa083b,ae3813d300308ffc1bddb35cd3017e5d2465c77d437d384e75f59eb243aa083b,reference,git-mv,production candidate only after rights and visual review
assets/final/style/style_guide.png,legacy/web-prototype/assets/final/style/style_guide.png,2368303,093500bfc260b63cc96362754db59e6fd07bd2c0da6757971fadd1d332834a48,093500bfc260b63cc96362754db59e6fd07bd2c0da6757971fadd1d332834a48,reference,git-mv,production candidate only after rights and visual review
assets/final/ui/art_bible.png,legacy/web-prototype/assets/final/ui/art_bible.png,6672504,b0572020851d2785580c81e4a896c231a32fcbc7e116f7b7c461e37fba7295d6,b0572020851d2785580c81e4a896c231a32fcbc7e116f7b7c461e37fba7295d6,reference,git-mv,production candidate only after rights and visual review
assets/final/ui/branch_sheet.png,legacy/web-prototype/assets/final/ui/branch_sheet.png,2177384,40f01ded7b0d3e61f2918bb0a8906cae180a03068487352091ecba6d74493d26,40f01ded7b0d3e61f2918bb0a8906cae180a03068487352091ecba6d74493d26,reference,git-mv,production candidate only after rights and visual review
assets/final/ui/fighter_ui_sheet.png,legacy/web-prototype/assets/final/ui/fighter_ui_sheet.png,5039319,f8d31e91e30cca702ca47df77ea852579ffd565dce1c910593eb706919723121,f8d31e91e30cca702ca47df77ea852579ffd565dce1c910593eb706919723121,reference,git-mv,production candidate only after rights and visual review
assets/final/ui/ui_sheet.png,legacy/web-prototype/assets/final/ui/ui_sheet.png,2067620,3858b4445e7ed97388177ce0240be4976180c73b6dab3b751a45f0be0c9c20fd,3858b4445e7ed97388177ce0240be4976180c73b6dab3b751a45f0be0c9c20fd,reference,git-mv,production candidate only after rights and visual review
assets/heroes/blackthorn.svg,legacy/web-prototype/assets/heroes/blackthorn.svg,1015,d24fe500218d840fbd1d0523a1b6fa47cb0fadce594d7ead5d332df43acac82d,346a9b75e40c644f2f6d38bbc615033bf6734610f7b075eb5dac0be1eea851e2,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/heroes/bloodthorn.svg,legacy/web-prototype/assets/heroes/bloodthorn.svg,1012,c940285c5f91747c7e3d011caaabf2ec5344fa5150cbf7ebfa78644ece2a0efe,77da313a12f275f10b007b432e180e44c026749ce114a3f773740d2dfbca3add,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/heroes/darion.svg,legacy/web-prototype/assets/heroes/darion.svg,1022,03d1ad85adf6cfe014d0505d6f47497702512d38903ff39adf8dedda67234e78,ea091157d475b080709e6a919b7c419a01c64d88e918e70aeb839246866393e1,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/heroes/darkbane.svg,legacy/web-prototype/assets/heroes/darkbane.svg,1010,8f2ffbb4a93585101caeeca1c5d0d96d18829dd92e217131736000084d6158a0,8d062a6873f9557bce334da4db551c50b98a96a2cb7aac08eb34f853bc8912ee,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/heroes/duskwhisper.svg,legacy/web-prototype/assets/heroes/duskwhisper.svg,1015,63f3a58c177d0f2462e44e25f59cd30af4f8ad13ad82065db1f17de934fda51f,9c91a4129c83803bc0ab757ba7939556fac7398c6703fe8eefb15e126206eae1,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/heroes/emberforge.svg,legacy/web-prototype/assets/heroes/emberforge.svg,1016,ac26688ee46e23b5c1516ebb0c6f3d23135f10449306dd0de12359d92178ac60,a63643983a3baf8560ca4fadcd4c00409a52af052018a36f5ecea19e13563054,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/heroes/fireheart.svg,legacy/web-prototype/assets/heroes/fireheart.svg,1010,16d7ce10173cfc43c94e4e16339b5b21e2a0da8a8339edd2b68bfea61f04556c,88ce08d33620fa8583682f9dd9263567757078d815fff8a543d0e141cebe4588,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/heroes/frostfang.svg,legacy/web-prototype/assets/heroes/frostfang.svg,1011,e809e081419bb4403e3e7914dad00f3fb01666be04051e1f9c5464a372acce6b,56f8aae7f32b531ffb30afe0686507f86b0e4ceef717c93018fccb280f738305,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/heroes/ironfist.svg,legacy/web-prototype/assets/heroes/ironfist.svg,1017,14efe3599632454d25d0893d55d4a2e7ce76d21617b41d09cda78e2c180b1c8a,7a7c5d06edbcbf811530352965e6246615a7dc1d6fb3c0d324c721084bb1f705,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/heroes/nightshade.svg,legacy/web-prototype/assets/heroes/nightshade.svg,1016,0d27028746e95973701d143f62a185eed7aa7bf3f9313931b328742db6b6cb9e,3cd5166e12492ddd28aaa2b97cb73dff8aac825eeb834bde2dec79c4ccd35ae8,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/heroes/shadowflame.svg,legacy/web-prototype/assets/heroes/shadowflame.svg,1022,44c882bb6084dd141c4dd84329753f31d261673ae3207808435e0606c61ae0ed,4bb244f1cf26db1ee3b2e9ef35599c85f3e88f8c6e3a332576ef6a9a1ae76b83,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/heroes/skydancer.svg,legacy/web-prototype/assets/heroes/skydancer.svg,1016,0648345500d8c58c78881ac45c697484e5b4fd71575406b4cedd07734881bec4,d5a76518e667a4a97f01475ae72d039a8f8947a6a3872c1df86ba294c70275cc,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/heroes/steelbane.svg,legacy/web-prototype/assets/heroes/steelbane.svg,1018,d6024183c36c5a5758f19b267e7f324e3d6043f8a1e9e435a6459d41b771239e,bfae546764f966794c2e0b967431e6b760093f3f82286f4956ce798336050dd7,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/heroes/stormblade.svg,legacy/web-prototype/assets/heroes/stormblade.svg,1010,96ff265bf071edf254e6ec7eb01263841e2f99af579594518cd4f8045a1ae42c,f1ddeb0079089d4e906c1936aff1c606a33adcbbf056417bf31968ce0e385f88,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/heroes/voidwalker.svg,legacy/web-prototype/assets/heroes/voidwalker.svg,1015,209fc39f2852538645a8f17f4ed1662d8aca92dce8900028b25591405143798b,a0ececd8e44bab6decb06ab5bb0ca7e1b44e95b504165f763f7bc6b16dad0ba0,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/heroes/windrider.svg,legacy/web-prototype/assets/heroes/windrider.svg,1012,1b812d02bb8f889cfd73b49b27c941144fab12e29cdc78c3e51faf1d8c484012,f9d0e0ec68cc873e2ec95f419bcc69dca48dbbc670c26f62db70e2dde3697b1e,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/sprites/blackthorn.json,legacy/web-prototype/assets/sprites/blackthorn.json,872,791742e60eb3240a5cdf2e9368a4f4cd3cfbf199f0ae7043e2a62420520c2242,9205ca64f970e0699202dff3df4f593b4d395ca80d2b0781eda06509ed5f7dda,generated-asset,git-mv,prototype animation metadata paired with placeholder sprite
assets/sprites/blackthorn.png,legacy/web-prototype/assets/sprites/blackthorn.png,1292351,dc497386674a61ee4f00d409f9e05c01b4c775d526cf70b9dbeab99cd6c72be0,dc497386674a61ee4f00d409f9e05c01b4c775d526cf70b9dbeab99cd6c72be0,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
