path,bytes,sha256,classification,disposition,notes
HeroSmash/assets/cards/legacy_073.svg,1968,b0f9eb8b54f427f9bc06fcdd4d44823dece1ce73566d68314c28a123e8edfbb8,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_074.svg,1931,01d01fb1ca0d1779c00fec23d1eadf20261a264d4d9d5d5789169b83c30fadc6,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_075.svg,1913,227f22961f6b64ba8d26be6f14fa8ac4a19d773b45134fc5279214dec9a1a29c,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_076.svg,1927,969828f2ff63544514c486c3d221fe6a1e76d90c5bf6ec200af422edde0ac988,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_077.svg,1956,a2510ef21151b6cf92bfe519a647d57e5d4b5e4f3aad0e86b29351c174986386,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_078.svg,1938,b6a409de6cb437042ae49ebc0fb743e46519e495bf619f563d597a706b784844,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_079.svg,1969,50654c1eb0719bfbf08d418676f7c37c8cd57788b560ffb347527ed9c9007d77,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_080.svg,1962,23f4624cdacea071b13926334073f432c1163a7986c4c0110b0b8500c5ee8322,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_081.svg,1946,2cdbf2c223215ab6ab1562651ef17ca3c83acdec19bf8c6f212ce63eebf4050b,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_082.svg,1946,76f9858ad3b4b3e68da748ee48dca11d3625f6eab77a15b77197f52067ba2a8b,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_083.svg,1980,8ce175b4d742ec00d02d8450599a74b513a5f7f7db51d56858df763a055adcac,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_084.svg,1979,242a1c88d663fb60c7c7f503e53ee011b92eacf9eae43edb32a31f0745184171,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_085.svg,1910,61edee14ad2952d75eba0b0bc87373b1736b1359dbb58e53a7e773384f84415c,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_086.svg,1907,d5880e18a72d55d089555b6fb0bc4dba4ae9dc8b06d2ee48f79cd004f164ab40,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_087.svg,1924,9b9884153492201dddab9a2cc9d5fd4e8326a0848a5cf06403079149145209d5,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_088.svg,1921,7ba8b9ee45933d0d4fcf6f4fdf4c98e87d436d0bd91ecfe4551501a4e20c8b98,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_089.svg,1895,383b6eec88f8a42f079b43db610358a2631b6c89a5845ac44e08906f320750e0,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_090.svg,1937,e4d5cd80c02abcf49924f7b53ddfe5e4b23e7c3233f196a383cc7f803ff98ba4,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_091.svg,1956,889fcaf788738777178e6f1dc3d8709cfde386263df7fc49e045a7ab37481be2,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_092.svg,1922,64f614804a353f7565dca4087eabd45f05cdff9272d7cb0197e2e49e85ecfa8d,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_093.svg,1908,06caa59b121986a9062351d7281a1854228b3e52887ac632489e94c0b5a55ec8,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_094.svg,1950,b1b5b4ff368b93bd395d329b299c5890d6d846fbfe073f71e5703aa70d63079c,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_095.svg,1912,07d1715076165e6aaeb3d48b6063de3c5ad32f167e7ff925ce9d29d8721e308f,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_096.svg,1942,2c4ea73619ab3bc41bcaef037c70e314d5ceeb2fb88e432e439e42572d038432,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_097.svg,1990,78779af067d0e958365ca5dead90f3c9add5141320f8b870a24c3d198dc47f64,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_098.svg,1919,24e61fad313875822207677baa74257ee6ec2113bd4e18a2a1770dc62ee5d003,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_099.svg,1889,0be6d8e51aec09bc63b8c27d36d72871f3e5526b715e5eb9f01eab37b7556d79,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_100.svg,1981,23c1047b4a87c58fd76ea20b3ad0a574dc09b853bb6ae2f10b25d959bcf3c5e4,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_101.svg,1956,979f9a4908a8316891e77dca27f03782c4c27dd724a4f9b601c4656ad3ab8709,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_102.svg,1900,9b6e90330194b2b5dd0f906638f98507ad02f5b1358705c70236d958040e8887,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_103.svg,1940,16f0d9523dd5cca18e44e86de0a52ff9dd3c49a092dee460b90330606a8d4f41,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_104.svg,1946,238430a8c7a63d04f7e2958275097de8cc4c015cadc2c829f80dc1d773f9d288,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_105.svg,1947,5d8b9a06ee104201c36011c550d31e28b7698398db977da3bae2e1ff9cca362f,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_106.svg,1908,2f584fd2166504ed03e23f5553ec875bb77fe79bdbfd8520dbbe8409dbf80c16,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_107.svg,1898,6cde923a20eadba33c18462e316177b115f2e4123aa6c6e129e9e4450b616eda,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_108.svg,1936,c343123ed26a74f0fe39b9573b25bdd7604329f7288a08083a767119c40daa10,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_109.svg,1941,789d97cdbae24f7fa51e24afa47eb091fc92a95ab813a529f2be56c7bd7f4cd0,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_110.svg,1980,54f7a30369085dabe4f723a8c29307d042c30f7f08b142cdd858adc600ff5889,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_111.svg,1992,6d4157b1f9ab1c9db8e87ac64c1f964a8a1da2962f3c6d6313ee16bd751ad419,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_112.svg,1925,6b52f4cc86f10ef01b8a82f12e0689ed4f2ccda9e5daa4cb823b29a115a63b6a,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_113.svg,1989,f4c0398ae52557cd47effb6fb86ac38422bf62ae92266da7dcdbce01f04dfe75,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_114.svg,1974,22707d92e4f1101ba10941bb1dda19bf2424c7bf3ac8e979eedf48537d396d7c,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_115.svg,1907,2a3b2b10e739f0c932a547b34676384c99d39b25621b7b7b54ba746b5532e04c,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_116.svg,1884,a7e16a5e23e2f4fc2aec2f1a30605c1cc708dfa6cf71dc617d0a98956ad1cd96,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_117.svg,1955,a3fd545911975fb207fb22cc3a6fea23a723777f20d4e4727712f80ea36a5b3a,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_118.svg,1947,529f6bce6aba388466e5f24a31a61c5250da6a0c23bff2346d7a46ae842c9e0b,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_119.svg,1939,e8cde7f64041663d2a01f3454f87d82fb4df64c3d24d53b244388a8432ba0300,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_120.svg,1940,d73f701cedc882d2ef4782d3de7b4398f1fc6f8dff97c73f40b20d1e8e75b9dc,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_121.svg,1931,c6b3e1452d9c2c4fa366a93eb9c01786752b3a47b71c0dadfede01176f15fbce,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_122.svg,1991,19404e1623ac53dfc4fd59e8d6ae51e30cdb6e0d3fb0b7f7d0ad01f076b7aae6,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_123.svg,1962,bf5a3e8623ecfe733943bd4a6a0d362b3a43673a69a4fbe24ddefed308544ec0,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_124.svg,1937,b313f24d1472b4818b46cda1334b10a13a391948bb0ab279db34f5b91963c891,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_125.svg,1923,d6e17e8591f86f9a18b3e2a65bf929dd20a44f20e5e4f8252a34817725c5b604,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_126.svg,1963,bd24ec69ec123dd08a33a237c07badd32c314a2e145c5a69a09cc641ea0c2787,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_127.svg,1957,55fc9e66d4897cb70f73b4530e95573f79aac25c95f8576445896d726ba81271,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_128.svg,1944,58e7926a0d1ef4c9a064b29ab08c9107eaba77455c0e69ea02144534fd0e67c0,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_129.svg,1942,848721861ebcf7111fed086d97ad0d9b23e6cd6d306623386f33803bbb8cbb5c,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_130.svg,1894,dbb58395b1acd1d411feaf7ee3833adc1028a9ace59f103d4366a503e76e363e,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_131.svg,1994,223d595f7bc8d600f6c484eaf33688ac5bb455838f6577cc0d90f3bc1bdf8fbb,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_132.svg,1935,07961c15f868cab20a428711099a6e9b2f921f5790580f44c0bc3038141b0c97,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_133.svg,1927,eeb260c02d51c1fe1bcac65e8af2b4c6849e544727300599cf663852bcb8be7a,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_134.svg,1921,32311d962263add94e1e947f97e877606b3d51397f566e96b588d7d992aa6971,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_135.svg,1927,cd0fec41f6ef11695f3f98f4ff4be715e14b9a138f26be88a672eab12aa0b985,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_136.svg,1914,ea5afa927986deed2919a26ea236a54839bb8312a989e611a479dbd0f4a94016,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_137.svg,1926,5f67e2a83e911086d8c6d7d682dd177ff210a3067a9b2beef77f593e1235624c,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_138.svg,1941,7c8133cb5fbda3ab58e5c27f674dc5e8811b8d4d358db5f98dc121677c3771fe,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_139.svg,1923,fd2d26c8ac0ff2b18dbc84e7e46cd1c265b68130451db2e460d33e1be2e4f9df,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_140.svg,1925,99952d34d6a54cb1bf35394339e144921b816773b201dbd1254fd3db16720ff1,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_141.svg,1924,ff2957a1bb12b23645c8b25fbf6c017165bfd8975b3c1c43625368f4f2ec915e,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_142.svg,1950,a02b4fce3f581201ade11c09285450c2589d0fcc56f77fb52ce218e7a46d714e,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_143.svg,1939,85b3cba0ca1a6e1c4a261407a285353278db971e972808087948826d25ca877a,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_144.svg,1945,d08cc4b27401e5383d8d382e3ca7a587c018fedd2ba10d3b291fd722e9c36821,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_145.svg,1924,6cbbf659131b66bba4cafb284824a2b33feec4b30df05f65e68a7f8c54af50a5,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_146.svg,1942,787c90e1ca5b59422b8f7ef277068036998cad7aa389c5809dfd20878c6ed6d5,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_147.svg,1903,9398249cded46bd95fbfe17a8919f31d61753059d53109871a7268fb7e0e8546,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_148.svg,1903,111480bcb46ccd9828b72181adb7dea45ace4f4b7fb771211371748d054dd26a,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_149.svg,1958,9c94102430d9b542f6faf1bd681f7b57271f84c3793c3a258cf1611866430bf0,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/legacy_150.svg,1919,28f00e19a53cd77669d3140c15818df7e6aec4e027a51574d65d3d7030c89f25,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/power_epic.svg,2249,c4c2cf2adc718ece9d89fdf9446a54bb8960ccd182392a2421b42e874ba0baa6,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/power_legendary.svg,2036,218525466b09c945961e442a11705c02c62a1c106dabed61225633b1731739eb,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/power_normal.svg,2033,352514ddea33b4077fe1da535baf99d70a2c5356ae16f407bcda6190d5dc7d23,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/precision_epic.svg,2281,1fe1ae86375569916e6282f9550419bcd4a7e3eff75a1fae4d67036970d462ed,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/precision_legendary.svg,2074,ea6d8ffd138e44ef2e2d25f4d66ce03c96047ce0c6442673b1db0451dd7a9dd3,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/precision_normal.svg,2066,630dc2c09f71f337bf698205b574aa56a0aa1983053eafce833872169102226b,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/rage_epic.svg,2196,f2ab2013f59f888dcdb65940f00971d0100cbbb483d120e27261422a117e4001,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/rage_legendary.svg,1984,ea36a1defe26fad34e38759c34a5d22c5b9f4a47b8a80e1ea43239c38688058e,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/rage_normal.svg,1978,150e4c230b951b8a5e83f40403dd053165fcfd788182e37006fed89d8c9b9f1a,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/shield_epic.svg,2280,63158e6e287c775d9ab0047d2f0d8e50f8ca70fc8fb0a00368ff1bde09622f92,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/shield_legendary.svg,2066,8db6f664ec1c7f5aff02fc11cc7b5397fc7c814bda258b80ed1777ea70fabfdf,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/shield_normal.svg,2071,659c2d49497d3c00c93700b9c82a2739645bf4318d942300e7968620d04b7799,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/toxin_epic.svg,2254,d6edd28ecbf345910d5e89cc750773d7449fd7b16f22dadf18de377263fc5ffb,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/toxin_legendary.svg,2042,aec3ad2e832a729f25faf9b8f38646b63eccfaab2c22fed8b9e9badbc3f5fd03,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/toxin_normal.svg,2035,4f838a3d4d82b8a0b67f1d50584636978661e836bdba0d51854e086a03037d45,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/wound_epic.svg,2237,fc5486f561951486fcca643215b217c7a6e09777e9074d506eeef9e482fd4e56,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/wound_legendary.svg,2014,c0d3dbfe202186d9101a2747b6328106f7ca794196751e86c0fd118fe35fe913,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/cards/wound_normal.svg,2013,eda7e934915c5cb1f7fe2880a32178c37e243c1a5bf4dc2c4daf5fd2e1c8d288,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/final/backgrounds/arena_bg.png,3277110,67f026abf63e4f4c21ec1cfd33e88f716acfa9267eab4d4039121d2b80c22446,reference,retain-read-only,production candidate only after rights and visual review
HeroSmash/assets/final/backgrounds/combat_bg.png,2594399,2613f3b6b3bb3123d16ffee7ab5876f81d5ca8eba43f116b7f07f8bc405ded66,reference,retain-read-only,production candidate only after rights and visual review
HeroSmash/assets/final/backgrounds/hero_select_bg.png,2579264,b969ca7690b70579998566f690a24539c87e46f0b99083b14437b67c2f1f700e,reference,retain-read-only,production candidate only after rights and visual review
HeroSmash/assets/final/backgrounds/home_keyart.png,2701601,1d79e51d3bfc170a58f661706248f89c9c3e6bd32a0bc9c95a3cffe3ae3018af,reference,retain-read-only,production candidate only after rights and visual review
HeroSmash/assets/final/backgrounds/market_bg.png,2691725,ae3813d300308ffc1bddb35cd3017e5d2465c77d437d384e75f59eb243aa083b,reference,retain-read-only,production candidate only after rights and visual review
HeroSmash/assets/final/style/style_guide.png,2368303,093500bfc260b63cc96362754db59e6fd07bd2c0da6757971fadd1d332834a48,reference,retain-read-only,production candidate only after rights and visual review
HeroSmash/assets/final/ui/art_bible.png,6672504,b0572020851d2785580c81e4a896c231a32fcbc7e116f7b7c461e37fba7295d6,reference,retain-read-only,production candidate only after rights and visual review
HeroSmash/assets/final/ui/branch_sheet.png,2177384,40f01ded7b0d3e61f2918bb0a8906cae180a03068487352091ecba6d74493d26,reference,retain-read-only,production candidate only after rights and visual review
HeroSmash/assets/final/ui/fighter_ui_sheet.png,5039319,f8d31e91e30cca702ca47df77ea852579ffd565dce1c910593eb706919723121,reference,retain-read-only,production candidate only after rights and visual review
HeroSmash/assets/final/ui/ui_sheet.png,2067620,3858b4445e7ed97388177ce0240be4976180c73b6dab3b751a45f0be0c9c20fd,reference,retain-read-only,production candidate only after rights and visual review
HeroSmash/assets/heroes/blackthorn.svg,1015,d24fe500218d840fbd1d0523a1b6fa47cb0fadce594d7ead5d332df43acac82d,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/heroes/bloodthorn.svg,1012,c940285c5f91747c7e3d011caaabf2ec5344fa5150cbf7ebfa78644ece2a0efe,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/heroes/darion.svg,1022,03d1ad85adf6cfe014d0505d6f47497702512d38903ff39adf8dedda67234e78,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/heroes/darkbane.svg,1010,8f2ffbb4a93585101caeeca1c5d0d96d18829dd92e217131736000084d6158a0,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/heroes/duskwhisper.svg,1015,63f3a58c177d0f2462e44e25f59cd30af4f8ad13ad82065db1f17de934fda51f,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/heroes/emberforge.svg,1016,ac26688ee46e23b5c1516ebb0c6f3d23135f10449306dd0de12359d92178ac60,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/heroes/fireheart.svg,1010,16d7ce10173cfc43c94e4e16339b5b21e2a0da8a8339edd2b68bfea61f04556c,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/heroes/frostfang.svg,1011,e809e081419bb4403e3e7914dad00f3fb01666be04051e1f9c5464a372acce6b,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/heroes/ironfist.svg,1017,14efe3599632454d25d0893d55d4a2e7ce76d21617b41d09cda78e2c180b1c8a,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/heroes/nightshade.svg,1016,0d27028746e95973701d143f62a185eed7aa7bf3f9313931b328742db6b6cb9e,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/heroes/shadowflame.svg,1022,44c882bb6084dd141c4dd84329753f31d261673ae3207808435e0606c61ae0ed,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/heroes/skydancer.svg,1016,0648345500d8c58c78881ac45c697484e5b4fd71575406b4cedd07734881bec4,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/heroes/steelbane.svg,1018,d6024183c36c5a5758f19b267e7f324e3d6043f8a1e9e435a6459d41b771239e,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/heroes/stormblade.svg,1010,96ff265bf071edf254e6ec7eb01263841e2f99af579594518cd4f8045a1ae42c,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/heroes/voidwalker.svg,1015,209fc39f2852538645a8f17f4ed1662d8aca92dce8900028b25591405143798b,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/heroes/windrider.svg,1012,1b812d02bb8f889cfd73b49b27c941144fab12e29cdc78c3e51faf1d8c484012,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/sprites/blackthorn.json,872,791742e60eb3240a5cdf2e9368a4f4cd3cfbf199f0ae7043e2a62420520c2242,generated-asset,retain-read-only,prototype animation metadata paired with placeholder sprite
HeroSmash/assets/sprites/blackthorn.png,1292351,dc497386674a61ee4f00d409f9e05c01b4c775d526cf70b9dbeab99cd6c72be0,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/sprites/bloodthorn.json,870,38c11ebd15457e436e4b17bba5504c884be5bae13f08acfa2bf1b177ade8a246,generated-asset,retain-read-only,prototype animation metadata paired with placeholder sprite
HeroSmash/assets/sprites/bloodthorn.png,47365,a530d2de5bf9837673a6e33bb305456a5274467f3006427b550bfbad82a4e71c,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/sprites/darion.json,864,92ea05b85edd1b7519766844c9c9742b475916a810ce3383ccf9951fdfc9253c,generated-asset,retain-read-only,prototype animation metadata paired with placeholder sprite
HeroSmash/assets/sprites/darion.png,1399328,31c44a9e571e1e1302c37d43ea815893d5b86d40adbb10899b2d0a4a8c2c96fb,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/sprites/darkbane.json,866,7b886f3d7c972d75000fd6b28889d39b369c7593c5346e43714371b77ebbf539,generated-asset,retain-read-only,prototype animation metadata paired with placeholder sprite
HeroSmash/assets/sprites/darkbane.png,44664,3e062b8453039917cfdfd655fb26fdabb0f27420f8802555f751221c7ab5d9dd,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/sprites/duskwhisper.json,872,0043992e0a0a42dbb439248b6da4a7711a13b2afd4fdc10ccef9512217cec957,generated-asset,retain-read-only,prototype animation metadata paired with placeholder sprite
HeroSmash/assets/sprites/duskwhisper.png,47843,9c7f9a9a60d75446082d62d0bfb986d8fefcf0cfaa48e9c8d391f976ec8b4173,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/sprites/emberforge.json,870,af3208a483f112af8a3280fb5e317206bd8098a513796666169dbf1112fae7cf,generated-asset,retain-read-only,prototype animation metadata paired with placeholder sprite
HeroSmash/assets/sprites/emberforge.png,46221,24c30224ad2540bc5c6d63bc82927fef5824d1bdb6ad7c7ba4c2a038e1694bde,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/sprites/fireheart.json,868,165b4ba73f4852c90ff6eec8f7e98cfefc15ae432406a9df4758589265539c72,generated-asset,retain-read-only,prototype animation metadata paired with placeholder sprite
HeroSmash/assets/sprites/fireheart.png,45602,c105f88ff35e53637a5ed9368fb15d27f6f501e4af08849912fd321c9cf3eab4,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/sprites/frostfang.json,864,9c354feaad9bb923fc44331408101697a91b22b84ed33be33e806fa0a7cfa745,generated-asset,retain-read-only,prototype animation metadata paired with placeholder sprite
HeroSmash/assets/sprites/frostfang.png,1535494,8795bfea414932bc6c276dc9b65cf5c89399fc2eea9463c68c04e0d8e725e1f4,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/sprites/ironfist.json,868,d6534635f24a2b8a0662f548a53826ac9c0646dee50c3f3067efa95bfe05a1a3,generated-asset,retain-read-only,prototype animation metadata paired with placeholder sprite
HeroSmash/assets/sprites/ironfist.png,1340941,4bc2a6a0755ea1c544878c96c88449e8671ab1d199e94ae6883ac473d28d5bc6,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
HeroSmash/assets/sprites/nightshade.json,872,66dca47ab05043195b1e923be7ee74b55e38b7fe2bc5bcf05d6b1f3b4b7c039d,generated-asset,retain-read-only,prototype animation metadata paired with placeholder sprite
HeroSmash/assets/sprites/nightshade.png,1372656,6b3c2e4c233dd4b692f8a11e7c6a4193cfed57ea29278241b88d5f035322ff88,generated-asset,retain-read-only,prototype placeholder; retain for behavior oracle
